id,sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method,first_name,last_name,email,phone,city,registration_date,loyalty_tier,birth_year
51219,5517,INV-202404-00163,2024-04-20,3556.0,1259,1,229.55,229.55,pood,Tartu,sularaha,,,,,,,,
51221,5519,INV-202404-00165,2024-04-30,2012.0,1263,2,169.95,339.9,pood,Tartu,järelmaks,Merle,Kukk,merle.kukk@outlook.com,+372 5770 1141,Võru,2022-12-27,silver,1981.0
51222,5520,INV-202404-00166,2024-04-11,3834.0,1345,1,225.81,225.81,pood,Tallinn,sularaha,,,,,,,,
51223,5521,INV-202404-00167,2024-04-16,4969.0,1135,1,175.25,175.25,pood,Tallinn,kaart,,,,,,,,
51224,5522,INV-202404-00168,2024-04-20,2031.0,1272,3,183.31,549.93,online,,järelmaks,Ants,Kangur,ants.kangur@mail.ee,+372 5627 0543,Narva,2022-11-19,gold,1981.0
51225,5523,INV-202404-00169,2024-04-13,3342.0,1266,1,73.18,73.18,online,,järelmaks,,,,,,,,
51226,5524,INV-202404-00170,2024-04-12,3007.0,1125,2,23.68,47.36,online,,kaart,,,,,,,,
51227,5525,INV-202404-00171,2024-04-18,4763.0,1227,1,120.17,120.17,pood,Tartu,sularaha,,,,,,,,
51228,5526,INV-202404-00172,2024-04-10,4326.0,1200,3,105.29,315.87,pood,Tallinn,sularaha,,,,,,,,
51229,5527,INV-202404-00173,2024-04-25,2414.0,1169,1,88.08,88.08,online,,sularaha,Riina,Veski,riina.veski@outlook.com,+372 5958 8115,Tartu,2022-07-29,silver,1963.0
51230,5528,INV-202404-00174,2024-04-11,3106.0,1344,3,84.95,254.85,pood,Tallinn,kaart,,,,,,,,
51231,5529,INV-202404-00175,2024-04-14,2221.0,1045,2,176.65,353.3,pood,Tallinn,sularaha,Riina,Lill,riina.lill@mail.ee,+372 5499 5996,Pärnu,2021-10-02,,2000.0
51232,5530,INV-202404-00176,2024-04-23,2461.0,1181,1,142.57,142.57,online,,järelmaks,Kristiina,Liiv,,+372 5394 7395,Tallinn,2021-05-31,,1969.0
51233,5531,INV-202404-00177,2024-04-07,2834.0,1005,3,198.29,594.87,online,,järelmaks,Riina,Järv,riina.jarv@telia.ee,+372 8166 7656,Narva,2021-01-19,,2004.0
51234,5532,INV-202404-00178,2024-04-12,2835.0,1117,2,72.58,145.16,online,,kaart,Ene,Lepp,ene.lepp@hot.ee,+372 8914 4165,Tallinn,2021-12-17,,1978.0
51235,5533,INV-202404-00179,2024-04-16,3269.0,1284,2,99.57,199.14,pood,Tallinn,sularaha,,,,,,,,
51236,5534,INV-202404-00180,2024-04-12,2053.0,1116,1,134.94,134.94,online,,sularaha,Sigrid,Vaher,sigrid.vaher@yahoo.com,+372 5199 1707,Tallinn,2020-12-27,,1977.0
51239,5537,INV-202404-00183,2024-04-08,3941.0,1289,4,171.33,685.32,pood,Pärnu,kaart,,,,,,,,
51240,5538,INV-202404-00184,2024-04-30,3250.0,1223,1,386.93,319.98,pood,Tartu,kaart,,,,,,,,
51241,5539,INV-202404-00185,2024-04-22,4450.0,1122,3,202.57,607.71,pood,Tallinn,kaart,,,,,,,,
51242,5540,INV-202404-00186,2024-04-12,2949.0,1305,1,50.77,50.77,online,,sularaha,Sandra,Lõoke,sandra.looke@gmail.com,+372 5601 5673,Tartu,2020-12-26,,2001.0
51243,5541,INV-202404-00187,2024-04-02,4476.0,1330,4,167.23,668.92,pood,Pärnu,kaart,,,,,,,,
51244,5542,INV-202404-00188,2024-04-14,4923.0,1250,3,265.2,795.6,online,,sularaha,,,,,,,,
51246,5544,INV-202404-00190,2024-04-06,2997.0,1198,4,291.72,1166.88,pood,Tallinn,sularaha,,,,,,,,
51247,5545,INV-202404-00191,2024-04-09,3363.0,1271,1,130.02,130.02,online,,järelmaks,,,,,,,,
51248,5546,INV-202404-00192,2024-04-21,3571.0,1249,2,73.9,147.8,online,,kaart,,,,,,,,
51249,5547,INV-202404-00193,2024-04-30,4627.0,1128,1,274.5,274.5,online,,kaart,,,,,,,,
51250,5548,INV-202404-00194,2024-04-23,4603.0,1100,4,126.42,505.68,online,,sularaha,,,,,,,,
51251,5549,INV-202404-00195,2024-04-22,3359.0,1224,1,222.1,222.1,pood,Tallinn,kaart,,,,,,,,
51252,5550,INV-202404-00196,2024-04-08,3379.0,1330,5,167.23,836.15,pood,Tallinn,järelmaks,,,,,,,,
51254,5552,INV-202404-00198,2024-04-30,2454.0,1300,1,247.52,247.52,pood,Pärnu,kaart,Margus,Kallas,margus.kallas2@telia.ee,+372 5146 5915,Pärnu,2023-10-23,bronze,1969.0
51255,5553,INV-202404-00199,2024-04-02,2250.0,1073,1,123.82,123.82,pood,Tartu,järelmaks,Heino,Kivi,heino.kivi@telia.ee,+372 8618 3955,Kuressaare,2023-05-11,,1981.0
51256,5554,INV-202404-00200,2024-04-10,3692.0,1090,2,281.19,562.38,pood,Tallinn,järelmaks,,,,,,,,
51257,5555,INV-202404-00201,2024-04-06,3580.0,1087,3,57.08,171.24,pood,Tallinn,järelmaks,,,,,,,,
51258,5556,INV-202404-00202,2024-04-30,4490.0,1269,2,125.98,251.96,online,,järelmaks,,,,,,,,
51259,5557,INV-202404-00203,2024-04-19,4115.0,1261,1,305.72,305.72,online,,järelmaks,,,,,,,,
51260,5558,INV-202404-00204,2024-04-05,2235.0,1161,1,121.98,121.98,pood,Pärnu,kaart,Kristi,Nõmm,kristi.nomm@gmail.com,+372 5501 0047,Narva,2021-03-13,,1984.0
51261,5559,INV-202404-00205,2024-04-13,4178.0,1285,1,123.64,123.64,pood,Tallinn,sularaha,,,,,,,,
51262,5560,INV-202404-00206,2024-04-20,3668.0,1064,2,95.87,191.74,pood,Tallinn,kaart,,,,,,,,
51263,5561,INV-202404-00207,2024-04-29,2167.0,1336,1,376.33,376.33,pood,Tallinn,kaart,Ants,Kaalep,,+372 5754 2584,Tallinn,2022-05-15,bronze,2002.0
51264,5562,INV-202404-00208,2024-04-30,2948.0,1282,1,16.62,16.62,pood,Tallinn,järelmaks,Priit,Teder,,+372 8192 8267,Narva,2022-09-07,gold,1973.0
51265,5563,INV-202404-00209,2024-04-17,3949.0,1328,2,274.87,549.74,pood,Tallinn,järelmaks,,,,,,,,
51266,5564,INV-202404-00210,2024-04-08,2203.0,1295,1,375.34,375.34,online,,sularaha,Ago,Kukk,,+372 5668 0293,Pärnu,2020-08-09,silver,1976.0
51267,5565,INV-202404-00211,2024-04-11,3048.0,1228,2,160.71,321.42,online,,sularaha,,,,,,,,
51268,5566,INV-202404-00212,2024-04-08,3645.0,1100,1,126.42,126.42,pood,Pärnu,sularaha,,,,,,,,
51269,5567,INV-202404-00213,2024-04-17,2747.0,1080,1,51.5,51.5,pood,Tartu,kaart,Piret,Kuusik,piret.kuusik@gmail.com,+372 5826 0498,Kuressaare,2020-10-28,gold,1963.0
51271,5569,INV-202404-00215,2024-04-27,3496.0,1019,2,80.39,160.78,pood,Tartu,kaart,,,,,,,,
51272,5570,INV-202404-00216,2024-04-17,2528.0,1254,1,136.3,136.3,pood,Pärnu,järelmaks,Kalev,Pärn,kalev.parn@hot.ee,+372 5426 5237,Valga,2024-03-08,,1991.0
51273,5571,INV-202404-00217,2024-04-12,4024.0,1086,2,149.47,298.94,online,,järelmaks,,,,,,,,
51274,5572,INV-202404-00218,2024-04-24,3693.0,1020,2,100.4,200.8,online,,järelmaks,,,,,,,,
51275,5573,INV-202404-00219,2024-04-10,4136.0,1005,2,198.29,396.58,pood,Pärnu,järelmaks,,,,,,,,
51276,5574,INV-202404-00220,2024-04-20,4808.0,1204,2,63.95,127.9,pood,Tallinn,sularaha,,,,,,,,
51277,5575,INV-202404-00221,2024-04-27,3388.0,1317,1,62.55,62.55,pood,Tallinn,sularaha,,,,,,,,
51278,5576,INV-202404-00222,2024-04-26,3445.0,1059,1,104.85,104.85,online,,järelmaks,,,,,,,,
51279,5577,INV-202404-00223,2024-04-08,3732.0,1092,1,144.2,144.2,online,,kaart,,,,,,,,
51280,5578,INV-202404-00224,2024-04-06,2055.0,1156,2,221.89,443.78,pood,Tallinn,kaart,Rain,Salu,rain.salu@gmail.com,+372 5410 5150,Jõhvi,2024-02-26,bronze,1971.0
51282,5580,INV-202404-00226,2024-04-05,4291.0,1127,1,158.94,158.94,online,,järelmaks,,,,,,,,
51283,5581,INV-202404-00227,2024-04-05,4552.0,1202,3,22.04,66.12,online,,sularaha,,,,,,,,
51284,5582,INV-202404-00228,2024-04-11,2458.0,1305,2,50.77,101.54,online,,kaart,Priit,Valk,priit.valk@yahoo.com,+372 8904 0436,Tartu,2022-10-26,,1972.0
51285,5583,INV-202404-00229,2024-04-06,2725.0,1219,2,29.42,58.84,pood,Tallinn,sularaha,Priit,Kõiv,priit.koiv@hot.ee,+372 5172 0823,Haapsalu,2022-08-19,,1997.0
51286,5584,INV-202404-00230,2024-04-27,4263.0,1298,1,163.53,163.53,pood,Tallinn,järelmaks,,,,,,,,
51288,5586,INV-202404-00232,2024-04-22,3788.0,1226,3,51.1,153.3,pood,Tallinn,sularaha,,,,,,,,
51289,5587,INV-202404-00233,2024-04-17,4963.0,1028,3,23.45,70.35,pood,Tartu,kaart,,,,,,,,
51290,5588,INV-202404-00234,2024-04-17,3605.0,1327,1,110.7,110.7,pood,Tallinn,järelmaks,,,,,,,,
51291,5589,INV-202404-00235,2024-04-29,3110.0,1159,2,24.54,49.08,online,,kaart,,,,,,,,
51292,5590,INV-202404-00236,2024-04-24,4206.0,1293,1,351.33,351.33,pood,Tallinn,järelmaks,,,,,,,,
51293,5591,INV-202404-00237,2024-04-28,4958.0,1297,4,104.27,417.08,pood,Pärnu,kaart,,,,,,,,
51294,5592,INV-202404-00238,2024-04-05,3648.0,1241,1,368.97,368.97,pood,Tallinn,järelmaks,,,,,,,,
51295,5593,INV-202404-00239,2024-04-17,3713.0,1074,2,65.0,130.0,pood,Tallinn,kaart,,,,,,,,
51296,5594,INV-202404-00240,2024-04-21,4056.0,1290,1,105.23,105.23,pood,Tallinn,sularaha,,,,,,,,
51297,5595,INV-202404-00241,2024-04-05,3380.0,1336,3,376.33,1128.99,online,,kaart,,,,,,,,
51299,5597,INV-202404-00243,2024-04-27,3150.0,1200,2,105.29,210.58,pood,Tartu,kaart,,,,,,,,
51300,5598,INV-202404-00244,2024-04-16,4346.0,1089,2,134.58,269.16,pood,Tartu,sularaha,,,,,,,,
51301,5599,INV-202404-00245,2024-04-24,2807.0,1324,2,224.19,448.38,online,,järelmaks,Meelis,Nurk,meelis.nurk@mail.ee,+372 8578 8432,Tartu,2023-10-03,bronze,1974.0
51303,5601,INV-202404-00247,2024-04-15,4004.0,1056,1,347.16,347.16,pood,Pärnu,kaart,,,,,,,,
51304,5602,INV-202404-00248,2024-04-19,2092.0,1322,4,101.26,405.04,pood,Tallinn,kaart,Ene,Pihl,ene.pihl@telia.ee,+372 8700 6461,Tartu,2024-01-04,bronze,1976.0
51305,5603,INV-202404-00249,2024-04-10,3371.0,1230,1,67.77,55.04,online,,kaart,,,,,,,,
51307,5605,INV-202404-00251,2024-04-17,4719.0,1230,1,55.04,55.04,pood,Tartu,kaart,,,,,,,,
51308,5606,INV-202404-00252,2024-04-27,4503.0,1171,2,351.62,703.24,online,,sularaha,,,,,,,,
51309,5607,INV-202404-00253,2024-04-28,3847.0,1013,1,218.99,218.99,pood,Tallinn,kaart,,,,,,,,
51310,5608,INV-202404-00254,2024-04-23,4418.0,1196,1,32.93,32.93,pood,Tallinn,järelmaks,,,,,,,,
51311,5609,INV-202404-00255,2026-05-18,3279.0,1313,1,77.6,77.6,pood,Tallinn,kaart,,,,,,,,
51312,5610,INV-202404-00256,2024-04-05,4426.0,1154,2,190.81,381.62,pood,Tallinn,järelmaks,,,,,,,,
51313,5611,INV-202404-00257,2024-04-27,3068.0,1050,1,145.72,145.72,pood,Tallinn,kaart,,,,,,,,
51314,5612,INV-202404-00258,2024-04-30,3350.0,1309,1,211.35,211.35,online,,järelmaks,,,,,,,,
51315,5613,INV-202404-00259,2024-04-29,4137.0,1346,1,258.91,258.91,online,,sularaha,,,,,,,,
51316,5614,INV-202404-00260,2024-04-17,4212.0,1041,2,117.98,214.72,pood,Pärnu,sularaha,,,,,,,,
51317,5615,INV-202404-00261,2024-04-05,2572.0,1295,2,375.34,750.68,pood,Tallinn,kaart,Tarmo,Lepp,tarmo.lepp@yahoo.com,+372 5475 8772,Tallinn,2021-11-10,gold,2000.0
51318,5616,INV-202404-00262,2024-04-02,2632.0,1257,2,81.48,162.96,pood,Pärnu,sularaha,Tiina,Mägi,tiina.magi@gmail.com,+372 5767 2234,Viljandi,2022-04-23,silver,1997.0
51319,5617,INV-202404-00263,2024-04-01,3112.0,1008,1,280.13,280.13,pood,Tallinn,järelmaks,,,,,,,,
51320,5618,INV-202404-00264,2024-04-07,3408.0,1338,2,282.29,564.58,online,,järelmaks,,,,,,,,
51321,5619,INV-202404-00265,2024-04-25,2331.0,1275,1,62.82,62.82,online,,järelmaks,Katrin,Kivi,katrin.kivi@mail.ee,+372 5323 3709,Tallinn,2020-05-08,,1986.0
51322,5620,INV-202404-00266,2024-04-15,4050.0,1011,2,53.99,107.98,pood,Tallinn,sularaha,,,,,,,,
51326,5624,INV-202404-00270,2024-04-11,3810.0,1059,3,99.1,314.55,online,,sularaha,,,,,,,,
51327,5625,INV-202404-00271,2024-04-21,3665.0,1280,1,128.37,128.37,pood,Tallinn,kaart,,,,,,,,
51328,5626,INV-202404-00272,2024-04-25,3949.0,1003,1,52.04,52.04,pood,Tartu,järelmaks,,,,,,,,
51329,5627,INV-202404-00273,2024-04-18,4953.0,1337,2,272.05,544.1,pood,Tartu,sularaha,,,,,,,,
51330,5628,INV-202404-00274,2024-04-13,4624.0,1198,2,291.72,583.44,online,,kaart,,,,,,,,
51331,5629,INV-202404-00275,2024-04-03,2871.0,1180,1,51.58,51.58,pood,Pärnu,kaart,Külli,Mitt,,+372 5953 4402,Jõhvi,2022-02-07,gold,1961.0
51332,5630,INV-202404-00276,2024-04-26,2889.0,1233,3,111.26,333.78,pood,Tallinn,kaart,Laura,Tammik,laura.tammik@yahoo.com,+372 5110 1634,Pärnu,2022-10-16,silver,1965.0
51333,5631,INV-202404-00277,2024-04-02,2063.0,1257,1,81.48,81.48,pood,Tallinn,kaart,Jüri,Roots,juri.roots@gmail.com,+372 5515 7525,Tallinn,2022-04-23,,1962.0
51334,5632,INV-202404-00278,2024-04-16,3556.0,1267,2,66.88,133.76,online,,järelmaks,,,,,,,,
51335,5633,INV-202404-00279,2024-04-26,3990.0,1223,1,319.98,319.98,pood,Pärnu,järelmaks,,,,,,,,
51336,5634,INV-202404-00280,2024-04-28,3320.0,1270,3,124.35,373.05,pood,Tartu,sularaha,,,,,,,,
51337,5635,INV-202404-00281,2024-04-12,3350.0,1219,1,29.42,29.42,online,,järelmaks,,,,,,,,
51338,5636,INV-202404-00282,2024-04-11,2730.0,1137,4,194.46,777.84,pood,Tallinn,kaart,Merle,Puusepp,merle.puusepp@outlook.com,+372 8847 8917,Tallinn,2022-06-13,bronze,1999.0
51339,5637,INV-202404-00283,2024-04-03,2281.0,1285,1,123.64,123.64,online,,järelmaks,Maris,Kuusik,maris.kuusik@telia.ee,+372 8711 6734,Tartu,2022-11-16,silver,2001.0
51340,5638,INV-202404-00284,2024-04-15,2053.0,1210,2,374.54,749.08,pood,Tallinn,kaart,Sigrid,Vaher,sigrid.vaher@yahoo.com,+372 5199 1707,Tallinn,2020-12-27,,1977.0
51341,5639,INV-202404-00285,2024-04-25,2221.0,1294,2,53.01,106.02,online,,järelmaks,Riina,Lill,riina.lill@mail.ee,+372 5499 5996,Pärnu,2021-10-02,,2000.0
51342,5640,INV-202404-00286,2024-04-16,4138.0,1246,1,204.87,204.87,pood,Tallinn,kaart,,,,,,,,
51343,5641,INV-202404-00287,2024-04-24,2841.0,1158,1,70.01,70.01,pood,Tartu,sularaha,Sirje,Lepik,sirje.lepik@telia.ee,+372 5973 7342,Tartu,2024-03-28,silver,1973.0
51344,5642,INV-202404-00288,2024-04-26,4782.0,1050,3,145.72,437.16,pood,Pärnu,kaart,,,,,,,,
51345,5643,INV-202404-00289,2024-04-07,3656.0,1209,2,252.1,504.2,pood,Tallinn,sularaha,,,,,,,,
51346,5644,INV-202404-00290,2024-04-20,2059.0,1013,1,218.99,218.99,pood,Tallinn,sularaha,Tiina,Järv,tiina.jarv@telia.ee,+372 5582 2155,Tallinn,2022-02-20,silver,1992.0
51348,5646,INV-202404-00292,2024-04-08,4896.0,1253,2,253.8,507.6,pood,Tartu,sularaha,,,,,,,,
51349,5647,INV-202404-00293,2024-04-18,3122.0,1273,1,274.37,274.37,pood,Tallinn,järelmaks,,,,,,,,
51350,5648,INV-202404-00294,2024-04-30,2600.0,1156,1,221.89,221.89,pood,Tartu,sularaha,Triin,Puusepp,triin.puusepp@telia.ee,+372 5431 9833,Tallinn,2020-09-18,gold,1987.0
51351,5649,INV-202404-00295,2024-04-08,4515.0,1095,2,140.64,281.28,online,,kaart,,,,,,,,
51352,5650,INV-202404-00296,2024-04-10,3932.0,1219,2,29.42,58.84,online,,kaart,,,,,,,,
51353,5651,INV-202404-00297,2024-04-25,3897.0,1014,5,147.58,737.9,pood,Tallinn,sularaha,,,,,,,,
51355,5653,INV-202404-00299,2024-04-08,4322.0,1145,1,338.43,338.43,pood,Tallinn,kaart,,,,,,,,
51356,5654,INV-202404-00300,2024-04-13,4510.0,1230,2,55.04,110.08,online,,järelmaks,,,,,,,,
51357,5655,INV-202404-00301,2024-04-28,4108.0,1136,1,94.25,94.25,pood,Tallinn,kaart,,,,,,,,
51358,5656,INV-202404-00302,2024-04-24,3995.0,1007,5,60.37,301.85,pood,Tallinn,järelmaks,,,,,,,,
51359,5657,INV-202404-00303,2024-04-07,4055.0,1249,3,73.9,221.7,pood,Tartu,sularaha,,,,,,,,
51360,5658,INV-202404-00304,2024-04-23,3309.0,1080,1,51.5,51.5,pood,Tallinn,sularaha,,,,,,,,
51361,5659,INV-202404-00305,2024-04-21,4663.0,1048,1,16.37,16.37,online,,kaart,,,,,,,,
51362,5660,INV-202404-00306,2024-04-17,4373.0,1077,2,62.56,125.12,pood,Pärnu,kaart,,,,,,,,
51363,5661,INV-202404-00307,2024-04-07,2909.0,1179,1,82.15,82.15,pood,Tartu,järelmaks,Aili,Kuusik,aili.kuusik@telia.ee,+372 5414 5854,Rakvere,2023-01-04,,1977.0
51364,5662,INV-202404-00308,2024-04-23,2548.0,1159,1,24.54,24.54,online,,sularaha,Kalev,Must,,+372 8967 8610,Tartu,2020-01-21,bronze,1969.0
51365,5663,INV-202404-00309,2024-04-22,2208.0,1195,2,339.21,678.42,pood,Tartu,sularaha,Rasmus,Rand,rasmus.rand@mail.ee,+372 5580 6096,Tallinn,2021-10-20,silver,1970.0
51366,5664,INV-202404-00310,2024-04-20,3605.0,1004,2,41.63,83.26,online,,järelmaks,,,,,,,,
51367,5665,INV-202404-00311,2024-04-12,2768.0,1077,2,58.57,125.12,online,,kaart,Aivar,Toom,aivar.toom@mail.ee,+372 8632 2770,Haapsalu,2021-11-03,,2003.0
51368,5666,INV-202404-00312,2024-04-26,3049.0,1178,1,105.09,105.09,pood,Tartu,järelmaks,,,,,,,,
51369,5667,INV-202404-00313,2024-04-07,2938.0,1103,2,173.62,347.24,online,,sularaha,Liina,Kukk,liina.kukk@gmail.com,+372 5692 8404,Rakvere,2022-04-03,bronze,1986.0
51370,5668,INV-202404-00314,2024-04-30,4727.0,1188,1,184.07,184.07,pood,Tallinn,kaart,,,,,,,,
51371,5669,INV-202404-00315,2024-04-03,2117.0,1201,2,147.16,294.32,pood,Tallinn,sularaha,Merike,Koppel,merike.koppel@outlook.com,+372 8685 2998,Tallinn,2023-05-11,,1960.0
51372,5670,INV-202404-00316,2024-04-02,4642.0,1021,4,94.65,378.6,online,,järelmaks,,,,,,,,
51373,5671,INV-202404-00317,2024-04-06,3003.0,1303,2,312.41,624.82,online,,järelmaks,,,,,,,,
51374,5672,INV-202404-00318,2024-04-07,4310.0,1298,1,163.53,163.53,pood,Pärnu,kaart,,,,,,,,
51375,5673,INV-202404-00319,2024-04-14,4752.0,1214,1,250.17,250.17,pood,Tallinn,sularaha,,,,,,,,
51376,5674,INV-202404-00320,2024-04-30,4285.0,1207,1,241.13,241.13,pood,Tallinn,sularaha,,,,,,,,
51377,5675,INV-202404-00321,2024-04-14,2549.0,1344,1,84.95,84.95,online,,sularaha,Tarmo,Kukk,tarmo.kukk@outlook.com,+372 8527 4190,Pärnu,2020-04-15,silver,1966.0
51380,5678,INV-202404-00324,2024-04-03,4307.0,1267,2,66.88,133.76,online,,järelmaks,,,,,,,,
51381,5679,INV-202404-00325,2024-04-25,2179.0,1109,4,116.2,464.8,online,,sularaha,Piret,Must,piret.must@yahoo.com,+372 5909 1794,Tartu,2020-07-14,gold,1998.0
51382,5680,INV-202404-00326,2024-04-02,2572.0,1229,2,210.76,421.52,online,,sularaha,Tarmo,Lepp,tarmo.lepp@yahoo.com,+372 5475 8772,Tallinn,2021-11-10,gold,2000.0
51383,5681,INV-202404-00327,2024-04-21,3357.0,1302,2,54.95,109.9,pood,Pärnu,sularaha,,,,,,,,
51384,5682,INV-202404-00328,2024-04-26,2225.0,1137,1,194.46,194.46,pood,Tartu,järelmaks,Meelis,Tamm,meelis.tamm@yahoo.com,+372 8166 7146,Tallinn,2023-07-10,gold,1966.0
51385,5683,INV-202404-00329,2024-04-06,2779.0,1278,2,263.13,526.26,online,,kaart,Lea,Teder,lea.teder@mail.ee,+372 5504 5242,Pärnu,2020-09-11,gold,2000.0
51386,5684,INV-202404-00330,2024-04-16,4334.0,1028,2,23.45,46.9,online,,sularaha,Priit,Järv,,+372 5537 0818,Tallinn,2024-01-13,,1996.0
51387,5685,INV-202404-00331,2024-04-22,3270.0,1145,3,338.43,1015.29,pood,Tartu,kaart,,,,,,,,
51388,5686,INV-202404-00332,2024-04-20,2070.0,1047,1,155.84,155.84,pood,Pärnu,kaart,Pille,Rebane,pille.rebane@gmail.com,+372 5724 8235,Haapsalu,2021-06-22,bronze,1998.0
51389,5687,INV-202404-00333,2024-04-13,2619.0,1132,1,144.36,144.36,pood,Tallinn,kaart,Andres,Mägi,,+372 5579 5890,Tallinn,2021-05-13,silver,2005.0
51390,5688,INV-202404-00334,2024-04-01,3351.0,1236,2,205.89,411.78,pood,Tallinn,kaart,,,,,,,,
51391,5689,INV-202404-00335,2024-04-11,4138.0,1229,1,210.76,210.76,pood,Tartu,sularaha,,,,,,,,
51392,5690,INV-202404-00336,2024-04-12,3023.0,1046,1,358.41,358.41,online,,sularaha,,,,,,,,
51393,5691,INV-202404-00337,2024-04-13,2200.0,1241,2,368.97,737.94,pood,Tartu,järelmaks,Urmas,Laas,urmas.laas@outlook.com,+372 5693 3170,Tartu,2022-10-22,,1985.0
51394,5692,INV-202404-00338,2024-04-04,3273.0,1290,5,105.23,526.15,online,,sularaha,,,,,,,,
51395,5693,INV-202404-00339,2024-04-28,2346.0,1273,2,274.37,548.74,pood,Tallinn,sularaha,Külli,Kuusik,kulli.kuusik@telia.ee,+372 5938 2192,Tallinn,2022-04-06,,1988.0
51396,5694,INV-202404-00340,2024-04-08,4599.0,1228,2,160.71,321.42,online,,sularaha,,,,,,,,
51397,5695,INV-202404-00341,2024-04-29,3835.0,1077,2,62.56,125.12,pood,Tallinn,kaart,,,,,,,,
51398,5696,INV-202404-00342,2024-04-08,3775.0,1208,2,76.7,153.4,online,,kaart,,,,,,,,
51399,5697,INV-202404-00343,2024-04-13,4018.0,1055,1,65.6,65.6,pood,Pärnu,sularaha,,,,,,,,
51400,5698,INV-202404-00344,2024-04-23,2997.0,1307,3,127.38,382.14,pood,Tartu,järelmaks,,,,,,,,
51401,5699,INV-202404-00345,2024-04-12,2616.0,1112,5,242.43,1212.15,pood,Tallinn,sularaha,Anu,Kuusik,anu.kuusik@hot.ee,+372 5666 9292,Narva,2021-10-28,silver,1961.0
51403,5701,INV-202404-00347,2024-04-16,3562.0,1274,2,234.79,469.58,online,,sularaha,,,,,,,,
51405,5703,INV-202404-00349,2024-04-17,2291.0,1108,2,371.05,742.1,pood,Tallinn,sularaha,Liis,Kukk,liis.kukk@telia.ee,+372 5421 0298,Pärnu,2021-09-29,bronze,1961.0
51406,5704,INV-202404-00350,2024-04-28,4206.0,1129,4,182.77,731.08,pood,Tallinn,järelmaks,,,,,,,,
51408,5706,INV-202404-00352,2024-04-25,3298.0,1187,2,252.33,504.66,online,,kaart,,,,,,,,
51409,5707,INV-202404-00353,2024-04-08,4294.0,1312,2,243.93,487.86,pood,Tallinn,kaart,,,,,,,,
51410,5708,INV-202404-00354,2024-04-07,4178.0,1199,1,276.97,276.97,online,,kaart,,,,,,,,
51411,5709,INV-202404-00355,2024-04-25,2871.0,1294,1,53.01,53.01,pood,Tallinn,sularaha,Külli,Mitt,,+372 5953 4402,Jõhvi,2022-02-07,gold,1961.0
51412,5710,INV-202404-00356,2024-04-11,3350.0,1097,2,324.38,648.76,pood,Tartu,järelmaks,,,,,,,,
51413,5711,INV-202404-00357,2024-04-14,2640.0,1267,2,66.88,133.76,pood,Tartu,kaart,Kevin,Koppel,kevin.koppel@outlook.com,+372 5393 5405,Haapsalu,2022-01-30,,2004.0
51414,5712,INV-202404-00358,2024-04-26,2874.0,1345,3,225.81,677.43,online,,sularaha,Annika,Valk,annika.valk@yahoo.com,+372 8927 4768,Paide,2024-02-26,,1974.0
51415,5713,INV-202404-00359,2024-04-15,4054.0,1331,2,74.41,148.82,online,,järelmaks,,,,,,,,
51417,5715,INV-202404-00361,2024-04-12,3200.0,1051,1,208.83,208.83,online,,järelmaks,,,,,,,,
51418,5716,INV-202404-00362,2024-04-18,4499.0,1348,1,125.52,125.52,pood,Tartu,järelmaks,,,,,,,,
51419,5717,INV-202404-00363,2024-04-04,2609.0,1009,2,332.55,665.1,online,,sularaha,Taavi,Pihl,taavi.pihl@mail.ee,+372 8856 8388,Haapsalu,2022-01-01,gold,2005.0
51420,5718,INV-202404-00364,2024-04-23,4345.0,1311,1,153.11,153.11,online,,kaart,,,,,,,,
51421,5719,INV-202404-00365,2024-04-18,3477.0,1293,1,351.33,351.33,pood,Tartu,sularaha,,,,,,,,
51422,5720,INV-202404-00366,2024-04-11,2139.0,1062,1,149.55,149.55,pood,Tallinn,järelmaks,Grete,Luik,grete.luik@mail.ee,+372 8599 0202,Rakvere,2023-06-18,,1972.0
51423,5721,INV-202404-00367,2024-04-20,2282.0,1049,1,308.84,308.84,pood,Tallinn,sularaha,Margus,Pärn,margus.parn@hot.ee,+372 5134 0618,Paide,2023-05-29,,1993.0
51424,5722,INV-202404-00368,2024-04-08,4752.0,1053,1,113.86,113.86,pood,Tallinn,järelmaks,,,,,,,,
51425,5723,INV-202404-00369,2024-04-11,3339.0,1086,1,160.79,149.47,pood,Tallinn,järelmaks,,,,,,,,
51426,5724,INV-202404-00370,2024-04-05,3525.0,1297,2,104.27,208.54,online,,sularaha,,,,,,,,
51427,5725,INV-202404-00371,2024-04-17,4528.0,1209,4,252.1,1008.4,online,,sularaha,,,,,,,,
51428,5726,INV-202404-00372,2024-04-27,4737.0,1347,2,246.97,493.94,pood,Tallinn,kaart,,,,,,,,
51429,5727,INV-202404-00373,2024-04-13,4473.0,1063,1,151.45,151.45,online,,sularaha,,,,,,,,
51431,5729,INV-202404-00375,2024-04-10,3866.0,1325,1,50.85,50.85,pood,Tallinn,järelmaks,,,,,,,,
51432,5730,INV-202404-00376,2024-04-07,2997.0,1177,1,135.99,135.99,online,,kaart,,,,,,,,
